title,international_box_office,domestic_box_office,worldwide_box_office,production_budget,normalized_title,Movie_ID
code name the cleaner,,8135024,,20000000,code name the cleaner,30618
der untergang,88129804,5501940,93631744,13500000,der untergang,21594
cursed,5820000,19294901,25114901,35000000,cursed,21595
freedom writers,7027007,36605602,43632609,21000000,freedom writers,21596
turtles can fly,823545,256822,1080367,,turtles can fly,21597
son of the mask,42900000,17018422,59918422,100000000,son of the mask,21598
schultze gets the blues,3439161,595071,4034232,,schultze gets the blues,21599
bewafaa,63247,479076,542323,,bewafaa,21600
mystery of the nile,,,,,mystery of the nile,21601
harry and max,,14923,,,harry and max,21602
bigger than the sky,,20149,,,bigger than the sky,21603
naked fame,,213621,,,naked fame,21604
constantine,145617376,75976178,221593554,75000000,constantine,21605
all babes want to kill me,,11975,,,all babes want to kill me,21606
because of winn dixie,861443,32647042,33508485,15000000,because of winn dixie,21607
uncle nino,,175000,,,uncle nino,21608
the wild parrots of telegraph hill,160182,3058527,3218709,,the wild parrots of telegraph hill,21609
a tale of two pizzas,,14305,,,a tale of two pizzas,21610
ong bak,19488685,4563167,24051852,1100000,ong bak,21611
pooh s heffalump movie,37588511,18098433,55686944,20000000,pooh s heffalump movie,21612
bride prejudice,18667961,6601079,25269040,7000000,bride prejudice,21613
bride prejudice,18667961,6601079,25269040,7000000,bride prejudice,30455
bride prejudice,18667961,6601079,25269040,7000000,bride prejudice,34378
mulan 2,,,,,mulan 2,21614
hitch,189000000,177784257,366784257,55000000,hitch,21615
my mother s smile,,40246,,,my mother s smile,21616
inside deep throat,,691880,,2000000,inside deep throat,21617
the letter an american town and the somali invasion,,1058,,,the letter an american town and the somali invasion,21618
the letter an american town and the somali invasion,,1058,,,the letter an american town and the somali invasion,32997
the wedding date,15448043,31726995,47175038,15000000,the wedding date,21619
the girl,,104883,,,the girl,17137
freddy got fingered,,14249005,,15000000,freddy got fingered,21620
crocodile dundee in los angeles,13802992,25590119,39393111,25000000,crocodile dundee in los angeles,21621
the center of the world,400000,1096037,1496037,,the center of the world,21622
the luzhin defence,,1051811,,,the luzhin defence,21623
best man in grass creek,,81760,,,best man in grass creek,21624
states of control,,,,,states of control,21625
the low down,,32395,,,the low down,21626
bridget jones s diary,206401817,71500556,277902373,25000000,bridget jones s diary,21627
jodi no 1,,82834,,,jodi no 1,21628
lakeboat,,5159,,,lakeboat,21629
josie and the pussycats,54393,14252830,14307223,22000000,josie and the pussycats,21630
kingdom come,146400,23247539,23393939,7000000,kingdom come,21631
smell of camphor fragrance of jasmine,,66148,,,smell of camphor fragrance of jasmine,21632
joe dirt,3900000,27087695,30987695,16000000,joe dirt,21633
pokemon 3 the movie,51400000,17052128,68452128,3000000,pokemon 3 the movie,21634
pokemon 3 the movie,51400000,17052128,68452128,3000000,pokemon 3 the movie,34315
le placard,,6671454,,,le placard,21635
on hostile ground,,2595,,,on hostile ground,21636
mau mau sex sex,,,,,mau mau sex sex,21637
just visiting,11395193,4777007,16172200,40000000,just visiting,21638
the day i became a woman,,344235,,,the day i became a woman,21639
shadow magic,,149258,,,shadow magic,21640
agent cody banks 2 destination london,5188836,23514247,28703083,26000000,agent cody banks 2 destination london,21641
agent cody banks 2 destination london,5188836,23514247,28703083,26000000,agent cody banks 2 destination london,30126
brigham city,,852206,,1000000,brigham city,21642
plots with a view,109349,,109349,,plots with a view,21643
the old man who read love stories,11210,,11210,,the old man who read love stories,21644
la vie promise,,39157,,,la vie promise,21645
the reckoning,,256620,,,the reckoning,10554
gegen die wand,13625459,435395,14060854,,gegen die wand,21646
mc5 a true testimonial,2241,8647,10888,,mc5 a true testimonial,21647
mc5 a true testimonial,2241,8647,10888,,mc5 a true testimonial,31795
love sex and eating the bones,,116869,,,love sex and eating the bones,21648
red trousers the life of the hong kong stuntmen,,,,,red trousers the life of the hong kong stuntmen,21649
red trousers the life of the hong kong stuntmen,,,,,red trousers the life of the hong kong stuntmen,32302
starsky hutch,82000000,88200225,170200225,60000000,starsky hutch,21650
starsky hutch,82000000,88200225,170200225,60000000,starsky hutch,32566
starsky hutch,82000000,88200225,170200225,60000000,starsky hutch,34278
james journey to jerusalem,168677,63768,232445,,james journey to jerusalem,21651
james journey to jerusalem,168677,63768,232445,,james journey to jerusalem,31442
carlos castaneda enigma of a sorcerer,809,96638,97447,,carlos castaneda enigma of a sorcerer,21652
carlos castaneda enigma of a sorcerer,809,96638,97447,,carlos castaneda enigma of a sorcerer,30528
twisted,14924798,25195050,40119848,50000000,twisted,21653
risk reward,,2517,,,risk reward,21654
lana s rain,,44287,,,lana s rain,21655
greendale,,251862,,,greendale,21656
hidalgo,40800000,67286731,108086731,78000000,hidalgo,21657
dirty dancing havana nights,123084,14140215,14263299,,dirty dancing havana nights,21658
decoys,12027,84733,96760,5000000,decoys,21659
what boys like,,955,,,what boys like,21660
alila,,48493,,,alila,21661
a cold summer,3698,,3698,,a cold summer,21662
club dread,2571896,5001655,7573551,8500000,club dread,21663
the body,,33565,,,the body,21664
all the real girls,153354,549666,703020,1000000,all the real girls,21665
la folie pas du tout,,1009827,,,la folie pas du tout,21666
daredevil,80239000,102543518,182782518,80000000,daredevil,21667
stone reader,,257616,,,stone reader,21668
zus zo,,49468,,,zus zo,21669
zus zo,,49468,,,zus zo,33647
zus zo,,49468,,,zus zo,33696
ocean wonderland,25977417,,25977417,,ocean wonderland,21670
shanghai knights,27846615,60470220,88316835,50000000,shanghai knights,21671
kedma,,8963,,,kedma,21672
confessions of a burning man,,,,,confessions of a burning man,21673
comment ma mere accoucha de moi durant,,300000,,,comment ma mere accoucha de moi durant,21674
may,489263,145540,634803,1750000,may,21675
how to lose a guy in 10 days,72696268,105807520,178503788,50000000,how to lose a guy in 10 days,21676
bungalow,,,,,bungalow,21677
deliver us from eva,,17573594,,,deliver us from eva,21678
the recruit,48389744,52784696,101174440,,the recruit,21679
lost in la mancha,1705831,734514,2440345,,lost in la mancha,21680
l chayim comrade stalin,,3480,,,l chayim comrade stalin,21681
the r m,,1111615,,500000,the r m,21682
khushi,,305205,,,khushi,21683
the guru,21099329,3051221,24150550,11000000,the guru,21684
irreversible,7341056,792200,8133256,5400000,irreversible,21685
final destination 2,43500000,46896664,90396664,26000000,final destination 2,21686
chaos,,204274,,,chaos,18979
biker boyz,197276,21908034,22105310,,biker boyz,21687
keulraesik,,,,,keulraesik,21688
human traffic,5318483,104257,5422740,3300000,human traffic,21689
classic,122127,,122127,,classic,21690
divine trash,,39842,,,divine trash,21691
chal mere bhai,,199227,,,chal mere bhai,21692
the basket,,609042,,1300000,the basket,21693
where the heart is,7090880,33771174,40862054,15000000,where the heart is,21694
the idiots,3341,7235,10576,,the idiots,21695
gladiator,268751783,187683805,456435588,103000000,gladiator,21696
time code,,1057750,,,time code,21697
adorenarin doraibu,,77313,,,adorenarin doraibu,21698
committed,,31844,,,committed,21699
frequency,23095967,44983704,68079671,31000000,frequency,21700
the flintstones in viva rock vegas,24200000,35231365,59431365,58000000,the flintstones in viva rock vegas,21701
bossa nova,,1816792,,,bossa nova,21702
the big kahuna,563344,3150107,3713451,,the big kahuna,21703
u 571,50544000,77086030,127630030,62000000,u 571,21704
la petite vendeuse de soleil,,,,,la petite vendeuse de soleil,21705
seven girlfriends,,,,,seven girlfriends,21706
the virgin suicides,5760295,4859475,10619770,6000000,the virgin suicides,21707
knockin on heaven s door,,3296,,,knockin on heaven s door,21708
gossip,7482450,5108820,12591270,14000000,gossip,21709
time out,,448375,,,time out,21710
the last september,,469974,,,the last september,21711
panic room,101000000,95308367,196308367,48000000,panic room,21712
no such thing,,60006,,,no such thing,21713
the rookie,4891444,75600072,80491516,22000000,the rookie,21714
drift,,41320,,,drift,12419
love basketball,268503,27441122,27709625,15000000,love basketball,21715
love basketball,268503,27441122,27709625,15000000,love basketball,31688
love basketball,268503,27441122,27709625,15000000,love basketball,34335
clockstoppers,1803327,36985501,38788828,26000000,clockstoppers,21716
death to smoochy,18247,8355815,8374062,50000000,death to smoochy,21717
sorority boys,2317456,10198766,12516222,12000000,sorority boys,21718
stolen summer,,119841,,1500000,stolen summer,21719
son of the bride,206512,624153,830665,,son of the bride,21720
blade 2,72661713,81676888,154338601,54000000,blade 2,21721
margarita happy hour,,10668,,,margarita happy hour,21722
teddy bears picnic,,28043,,,teddy bears picnic,21723
teddy bears picnic,,28043,,,teddy bears picnic,32664
y tu mam tambi n,20000000,13649881,33649881,5000000,y tu mam tambi n,21724
resident evil,63667692,40119709,103787401,35000000,resident evil,21725
yellow asphalt,,8172,,,yellow asphalt,21726
promises,,243769,,,promises,21727
showtime,41000000,37948765,78948765,85000000,showtime,21728
ice age,209728938,176387405,386116343,65000000,ice age,21729
the tenants,,2010,,,the tenants,21730
the tollbooth,,4526,,,the tollbooth,21731
suits on the loose,,79470,,,suits on the loose,21732
pauline and paulette,,139493,,,pauline and paulette,21733
faqs,,1407,,,faqs,21734
something new,15101,11468568,11483669,,something new,21735
blossoms of fire,,2390,,,blossoms of fire,21736
la petite j rusalem,,53580,,,la petite j rusalem,21737
tristram shandy a cock and bull story,1808350,1253413,3061763,4750000,tristram shandy a cock and bull story,21738
tristram shandy a cock and bull story,1808350,1253413,3061763,4750000,tristram shandy a cock and bull story,33345
rang de basanti,27000000,2197694,29197694,5300000,rang de basanti,21739
tamara,,206871,,,tamara,2349
nanny mcphee,81466299,47279279,128745578,25000000,nanny mcphee,21740
live freaky die freaky,,11290,,,live freaky die freaky,21741
roving mars,841000,10407978,11248978,,roving mars,21742
imagine me you,2457228,672243,3129471,7900000,imagine me you,21743
imagine me you,2457228,672243,3129471,7900000,imagine me you,31346
imagine me you,2457228,672243,3129471,7900000,imagine me you,34306
big momma s house 2,66881404,70165972,137047376,40000000,big momma s house 2,21744
manderlay,469101,74205,543306,14200000,manderlay,21745
bubble,,145382,,1600000,bubble,21746
annapolis,97000,17127992,17224992,,annapolis,21747
zinda,,332491,,,zinda,21748
the breed,1888604,,1888604,,the breed,21749
swimming upstream,,47171,,,swimming upstream,21750
shabd,27951,,27951,,shabd,21751
rory o shea was here,1447385,23844,1471229,,rory o shea was here,21752
nobody knows,1607654,683575,2291229,,nobody knows,21753
emile,,4626,,,emile,21754
sons of provo,,120488,,,sons of provo,21755
daybreak,,6355,,,daybreak,21756
the nomi song,,74216,,,the nomi song,21757
black,572509,754819,1327328,,black,4075
assisted living,,49048,,,assisted living,21758
sharks 3d,5500000,8500000,14000000,,sharks 3d,21759
boogeyman,20440477,46752382,67192859,20000000,boogeyman,21760
peace propaganda and the promised land,,4930,,70000,peace propaganda and the promised land,21761
the painting,,15141,,,the painting,21762
hide and seek,72596255,51100486,123696741,25000000,hide and seek,2216
indigo,,1190000,,,indigo,21763
fear x,,,,,fear x,21764
aliens of the deep,3797000,8968684,12765684,,aliens of the deep,21765
alone in the dark,5409510,5178569,10588079,20000000,alone in the dark,21766
beautiful creatures,412666,55381,468047,,beautiful creatures,18506
when zachary beaver came to town,,,,,when zachary beaver came to town,21767
blow,30291521,52990775,83282296,30000000,blow,21768
el abrazo partido,1527407,189836,1717243,,el abrazo partido,21769
all access front row backstage live,,995122,,,all access front row backstage live,21770
all access front row backstage live,,995122,,,all access front row backstage live,30150
tomcats,,13558739,,11000000,tomcats,21771
spy kids,85000000,112692062,197692062,35000000,spy kids,21772
the tailor of panama,14000000,13491653,27491653,18000000,the tailor of panama,21773
keep the river on the right,,348507,,,keep the river on the right,21774
someone like you,11346873,27338033,38684906,23000000,someone like you,21775
along came a spider,31100387,74058698,105159085,28000000,along came a spider,21776
fascination,66686,16670,83356,5000000,fascination,21777
too much sleep,,37831,,,too much sleep,21778
amores perros,15500000,5383834,20883834,2000000,amores perros,21779
faat kine,,28575,,,faat kine,21780
say it isn t so,,5516708,,25000000,say it isn t so,21781
butterfly,,2161,,,butterfly,21782
rembrandt,,12419,,,rembrandt,21783
lauzon lauzone,,848,,,lauzon lauzone,21784
meilleur espoir feminin,,13650,,,meilleur espoir feminin,21785
heartbreakers,17419801,40334024,57753825,38000000,heartbreakers,21786
memento,14174564,25544867,39719431,5000000,memento,21787
the brothers,500782,27457409,27958191,6000000,the brothers,21788
journey into amazing caves,,,,,journey into amazing caves,21789
welcome to mooseport,25342,14469428,14494770,26000000,welcome to mooseport,21790
exit wounds,28200000,51758599,79958599,33000000,exit wounds,21791
gabriela,,2335352,,50000,gabriela,21792
lost boys of sudan,,182839,,,lost boys of sudan,21793
effroyables jardins,,78668,,,effroyables jardins,21794
kitchen stories,2057032,349315,2406347,,kitchen stories,21795
duze zwierze,,3733,,,duze zwierze,21796
eurotrip,3000000,17718223,20718223,25000000,eurotrip,21797
crying ladies,21957,132920,154877,,crying ladies,21798
confessions of a teenage drama queen,3787786,29331068,33118854,15000000,confessions of a teenage drama queen,21799
jack paradise,,79974,,,jack paradise,21800
the blue butterfly,,1610194,,10400000,the blue butterfly,21801
against the ropes,548361,5881504,6429865,39000000,against the ropes,21802
the best two years,,1163450,,,the best two years,21803
one perfect day,341210,,341210,,one perfect day,21804
coral reef adventure,63262,,63262,,coral reef adventure,21805
abouna,,2350,,,abouna,21806
robot stories,,131451,,,robot stories,21807
the passion of the christ,251530705,370782930,622313635,25000000,the passion of the christ,21808
the seagull s laughter,17912,72527,90439,,the seagull s laughter,21809
monsieur ibrahim,6739202,2824365,9563567,,monsieur ibrahim,21810
dans l oeil du chat,,155714,,,dans l oeil du chat,21811
la mentale,310,12842,13152,,la mentale,21812
highwaymen,19914,367027,386941,,highwaymen,21813
love object,,6028,,,love object,21814
super sucker,,137650,,,super sucker,21815
im toten winkel hitlers sekret rin,,376886,,,im toten winkel hitlers sekret rin,21816
in the mirror of maya deren,,6015,,,in the mirror of maya deren,21817
incantato,,22758,,,incantato,21818
dil ka rishta,,345649,,,dil ka rishta,21819
darkness falls,14750077,32539681,47289758,7000000,darkness falls,21820
amen,,274299,,14000000,amen,21821
p s your cat is dead,,27823,,,p s your cat is dead,21822
breaking free,,,,,breaking free,21823
kira s reason a love story,,4488,,,kira s reason a love story,21824
dum,,101000,,,dum,21825
a guy thing,1886732,15543862,17430594,20000000,a guy thing,21826
national security,18310349,36288951,54599300,,national security,21827
kangaroo jack,23835366,66723216,90558582,60000000,kangaroo jack,21828
divine intervention,171137,421187,592324,,divine intervention,13647
da wan,,646,,,da wan,21829
the son,3183975,70034,3254009,,the son,21830
the settlers,,10592,,,the settlers,11872
the slaughter rule,,13134,,500000,the slaughter rule,21831
just married,45437773,56127162,101564935,19000000,just married,21832
7th street,,15629,,,7th street,21833
from the edge of the city,,31065,,,from the edge of the city,21834
to end all wars,,,,,to end all wars,21835
cidade de deus,24495898,7563397,32059295,3300000,cidade de deus,21836
don t let me die on a sunday,,10471,,,don t let me die on a sunday,21837
la otra conquista,,886410,,3500000,la otra conquista,21838
family tree,,12466,,,family tree,21839
third world cop,,42327,,,third world cop,21840
croupier,870000,6201143,7071143,,croupier,21841
set me free,,199086,,,set me free,21842
keeping the faith,8300000,37036404,45336404,29000000,keeping the faith,21843
where the money is,,5658940,,,where the money is,21844
gang,,28915,,,gang,21845
eve,,6381,,,eve,21846
east is east,26267988,4170647,30438635,3000000,east is east,21847
the girl next door,,769472,,,the girl next door,15403
american psycho,19200000,15070285,34270285,8000000,american psycho,21848
hadh kar di aapne,,76057,,,hadh kar di aapne,21849
alien adventure,15410295,5017383,20427678,,alien adventure,21850
shigatsu monogatari,33352,,33352,,shigatsu monogatari,21851
28 days,25028457,37035515,62063972,43000000,28 days,21852
southpaw,,26822,,,southpaw,7427
rules of engagement,10397073,61322858,71719931,60000000,rules of engagement,21853
this is not an exit the fictional world of bret easton ellis,,869,,,this is not an exit the fictional world of bret easton ellis,21854
the specialist,,20021,,,the specialist,21855
kissing jessica stein,2319339,7025722,9345061,1500000,kissing jessica stein,21856
the wetonkawa flash,,5030,,,the wetonkawa flash,21857
the time machine,42298771,56684819,98983590,80000000,the time machine,21858
festival in cannes,,298971,,,festival in cannes,21859
harrison s flowers,,1843570,,,harrison s flowers,21860
men with brooms,,4239767,,7500000,men with brooms,21861
all about the benjamins,390214,25482931,25873145,14000000,all about the benjamins,21862
we were soldiers,36538066,78120196,114658262,70000000,we were soldiers,21863
gentleman bandit,,1663,,,gentleman bandit,21864
esther kahn,,9033,,,esther kahn,21865
the calling,,32092,,160000,the calling,10760
wendigo,,99958,,,wendigo,21866
borstal boy,,87074,,,borstal boy,21867
ram dass,,236103,,,ram dass,21868
sex with strangers,,247740,,1100000,sex with strangers,21869
40 days and 40 nights,57152885,37939782,95092667,17000000,40 days and 40 nights,21870
monsoon wedding,13148626,13876974,27025600,1200000,monsoon wedding,21871
mean machine,,92723,,4500000,mean machine,21872
how to kill your neighbor s dog,,48564,,,how to kill your neighbor s dog,21873
dragonfly,253620,30063805,30317425,60000000,dragonfly,21874
queen of the damned,,30307804,,35000000,queen of the damned,21875
why we fight,,1880863,,,why we fight,21876
the cherry orchard,,131188,,,the cherry orchard,21877
underworld evolution,51098887,62318875,113417762,45000000,underworld evolution,21878
underworld evolution,51098887,62318875,113417762,45000000,underworld evolution,33401
transamerica,7537860,9015303,16553163,1000000,transamerica,21879
looking for comedy in the muslim world,,887416,,,looking for comedy in the muslim world,21880
pizza,,4059,,,pizza,21881
the real dirt on farmer john,38285,34298,72583,,the real dirt on farmer john,21882
end of the spear,175380,11748661,11924041,10000000,end of the spear,21883
dirty,,271078,,,dirty,6029
chaos,,,,,chaos,18979
that man peter berlin,,55398,,,that man peter berlin,21884
that man peter berlin,,55398,,,that man peter berlin,32680
quand la mer monte,,24038,,,quand la mer monte,21885
tristan isolde,2720980,14734633,17455613,,tristan isolde,21886
last holiday,4943286,38399961,43343247,45000000,last holiday,21887
hoodwinked,58456779,51386611,109843390,17500000,hoodwinked,21888
henri cartier bresson biographie eines blicks,,25347,,,henri cartier bresson biographie eines blicks,21889
glory road,151611,42647449,42799060,30000000,glory road,21890
film geek,,17341,,,film geek,21891
kill the poor,,,,,kill the poor,21892
hostel,34914637,47326473,82241110,4800000,hostel,21893
maryam,,129265,,,maryam,21894
grandma s boy,500000,6090172,6590172,5000000,grandma s boy,21895
fateless,,196857,,12000000,fateless,21896
april s shower,,16255,,,april s shower,21897
monsieur n,,37757,,,monsieur n,21898
watermarks,,245845,,,watermarks,21899
she s one of us,,996,,,she s one of us,21900
innocence and experience the making of the age of innocence,,3845,,,innocence and experience the making of the age of innocence,21901
gory gory hallelujah,,12604,,425000,gory gory hallelujah,21902
beautiful boxer,,133920,,,beautiful boxer,21903
kisna,30936,147000,177936,,kisna,21904
with god on our side,,1806,,,with god on our side,21905
are we there yet,15440073,82674398,98114471,20000000,are we there yet,21906
assault on precinct 13,16000000,20040895,36040895,30000000,assault on precinct 13,21907
machuca,,26676,,,machuca,21908
saraband,329547,645634,975181,,saraband,21909
elaan,9329,,9329,,elaan,21910
coach carter,9400630,67264877,76665507,45000000,coach carter,21911
appurush do,12793,129135,141928,,appurush do,21912
agata e la tempesta,72688,,72688,,agata e la tempesta,21913
white noise,36000000,56094360,92094360,10000000,white noise,20710
solitude,,6260,,200000,solitude,21914
elektra,32414911,24409722,56824633,65000000,elektra,21915
travellers and magicians,815368,506793,1322161,1800000,travellers and magicians,21916
racing stripes,40036911,49772522,89809433,30000000,racing stripes,21917
enemy at the gates,45574512,51396781,96971293,85000000,enemy at the gates,21918
the debut,,1743570,,,the debut,21919
the dish,14000000,2252970,16252970,,the dish,21920
when brandon met trudy,,132384,,,when brandon met trudy,21921
american desi,463400,902835,1366235,250000,american desi,21922
so close to paradise,,1446,,,so close to paradise,21923
la bas mon pays,,14848,,,la bas mon pays,21924
simon magus,,38214,,,simon magus,21925
dayereh,9729,673780,683509,10000,dayereh,21926
company man,476245,146028,622273,12000000,company man,21927
the gleaners and i,458,149834,150292,,the gleaners and i,21928
15 minutes,31956428,24375436,56331864,42000000,15 minutes,21929
the widow of st pierre,,3058380,,13000000,the widow of st pierre,21930
blow dry,,637769,,,blow dry,21931
see spot run,9700076,33357476,43057552,16000000,see spot run,21932
get over it,8300000,11560259,19860259,10000000,get over it,21933
the mexican,78429635,66808615,145238250,40000000,the mexican,21934
series 7 the contenders,,171478,,,series 7 the contenders,21935
series 7 the contenders,,171478,,,series 7 the contenders,32426
me you them,,323403,,,me you them,21936
cock fight,,3600,,,cock fight,21937
princes and princess,,43379,,,princes and princess,21938
apr s la vie,,38773,,,apr s la vie,21939
the cremaster cycle,11219,151239,162458,,the cremaster cycle,21940
what the do we know,762967,10941801,11704768,4000000,what the do we know,21941
what the do we know,762967,10941801,11704768,4000000,what the do we know,33503
what the do we know,762967,10941801,11704768,4000000,what the do we know,34270
mang jing,,33272,,,mang jing,21942
50 first dates,75543497,120776832,196320329,75000000,50 first dates,21943
miracle,96612,64378093,64474705,28000000,miracle,21944
the return,5452134,501752,5953886,15000000,the return,15649
hiding and seeking,,51091,,,hiding and seeking,21945
the lost skeleton of cadavra,,110536,,100000,the lost skeleton of cadavra,21946
un couple patant,85335,47602,132937,,un couple patant,21947
catch that kid,255815,16703799,16959614,18000000,catch that kid,21948
perfect opposites,,11329,,,perfect opposites,21949
the dreamers,12775651,2531462,15307113,,the dreamers,21950
you got served,10745361,40066497,50811858,8000000,you got served,21951
taegeugki hwinalrimyeo,14080854,,14080854,,taegeugki hwinalrimyeo,21952
the perfect score,,10387706,,,the perfect score,21953
barbershop 2 back in business,772000,65070412,65842412,18000000,barbershop 2 back in business,21954
barbershop 2 back in business,772000,65070412,65842412,18000000,barbershop 2 back in business,30304
latter days,32590,833118,865708,850000,latter days,21955
osama,844148,1127331,1971479,500000,osama,21956
me myself i,,565193,,,me myself i,21957
me myself i,,565193,,,me myself i,31800
eat this new york,,18752,,,eat this new york,21958
return to me,,32662299,,24000000,return to me,21959
the last minute,,,,,the last minute,21960
joe gould s secret,745237,642018,1387255,,joe gould s secret,21961
ready to rumble,,12372410,,24000000,ready to rumble,21962
east west,,2319726,,,east west,21963
the road to el dorado,14897339,50802661,65700000,95000000,the road to el dorado,21964
the skulls,,35007180,,15000000,the skulls,21965
black and white,,5241315,,10000000,black and white,18873
price of glory,,3434515,,,price of glory,21966
high fidelity,20604608,27277055,47881663,20000000,high fidelity,21967
beau travail,,270419,,,beau travail,21968
the filth and the fury,,612192,,,the filth and the fury,21969
the color of paradise,,1810145,,,the color of paradise,21970
waking the dead,,327418,,,waking the dead,21971
long night s journey into day,,45317,,,long night s journey into day,21972
whatever it takes,,8735529,,15000000,whatever it takes,21973
superstar female serial killer,,954,,,superstar female serial killer,21974
pups,,4427,,,pups,21975
sinbad beyond the veil of mists,,5000,,,sinbad beyond the veil of mists,21976
tutto l amore che c,1059622,,1059622,,tutto l amore che c,21977
super troopers,4689861,18492362,23182223,1200000,super troopers,21978
versus,,,,,versus,21979
big bad love,,104294,,,big bad love,21980
peter pan return to neverland,61432424,48430258,109862682,20000000,peter pan return to neverland,21981
john q,31200000,71026631,102226631,36000000,john q,21982
last orders,,2326407,,12000000,last orders,21983
scratch,,289885,,,scratch,21984
crossroads,19811333,37188667,57000000,12000000,crossroads,21985
the last man,,3908,,,the last man,3640
scotland pa,,384098,,,scotland pa,21986
scotland pa,,384098,,,scotland pa,32403
hart s war,14000000,19076815,33076815,70000000,hart s war,21987
shiri,27917,97152,125069,,shiri,21988
rollerball,6861966,18990542,25852508,70000000,rollerball,21989
big fat liar,4649742,47811275,52461017,15000000,big fat liar,21990
collateral damage,38305176,40048332,78353508,85000000,collateral damage,21991
the singles ward,,1250798,,500000,the singles ward,21992
slackers,1127974,4814244,5942218,11000000,slackers,21993
the human body,1161866,,1161866,,the human body,21994
a rumor of angels,,38247,,,a rumor of angels,21995
deck dogz,176334,,176334,,deck dogz,21996
birthday girl,3210831,4919896,8130727,13000000,birthday girl,21997
taliesin jones,,75717,,,taliesin jones,21998
haunted castle,19211870,13651656,32863526,,haunted castle,21999
bloodrayne,1306213,2405420,3711633,25000000,bloodrayne,22000
hit runway,,81570,,,hit runway,22001
last resort,,114657,,,last resort,22002
monkeybone,,5409517,,75000000,monkeybone,22003
carman the champion,,1743863,,,carman the champion,22004
the gospel according to philip k dick,,582,,,the gospel according to philip k dick,22005
the gospel according to philip k dick,,582,,,the gospel according to philip k dick,32906
sweet november,40466125,25288103,65754228,40000000,sweet november,22006
3000 miles to graceland,2970216,15738632,18708848,62000000,3000 miles to graceland,22007
les silence du dosil,,182882,,,les silence du dosil,22008
yom yom,,2442,,,yom yom,22009
road to redemption,,236823,,,road to redemption,22010
recess school s out,7754709,36696761,44451470,10000000,recess school s out,22011
the price of milk,,111566,,,the price of milk,22012
the caveman s valentine,205425,687081,892506,13500000,the caveman s valentine,22013
olive juice,,1801,,,olive juice,22014
split decision,,2887,,,split decision,22015
the taste of others,,635282,,,the taste of others,22016
down to earth,7000000,64172251,71172251,30000000,down to earth,22017
signs and wonders,,33842,,,signs and wonders,22018
shackleton s antarctic adventure,4113837,15553324,19667161,,shackleton s antarctic adventure,22019
saving silverman,6521573,19351569,25873142,22000000,saving silverman,22020
la femme qui boit,,51870,,,la femme qui boit,22021
the big bounce,154721,6471394,6626115,50000000,the big bounce,22022
wooly boys,33054,335726,368780,,wooly boys,22023
du pic au coeur,,1775,,,du pic au coeur,22024
khakee,,587877,,,khakee,22025
win a date with tad hamilton,609731,16980098,17589829,24000000,win a date with tad hamilton,22026
made up,,79766,,,made up,22027
dirt,,,,,dirt,22028
the butterfly effect,37713913,57924679,95638592,13000000,the butterfly effect,22029
cavale,200146,64796,264942,,cavale,22030
the corporation,1350056,3493516,4843572,,the corporation,22031
tokyo godfathers,480540,366566,847106,,tokyo godfathers,22032
cuba island of music,,8806,,,cuba island of music,22033
cuba island of music,,8806,,,cuba island of music,30672
crimson gold,166841,147844,314685,,crimson gold,22034
torque,25000000,21176322,46176322,40000000,torque,22035
teacher s pet the movie,,6491969,,10000000,teacher s pet the movie,22036
along came polly,84970903,88073507,173044410,42000000,along came polly,22037
the home teachers,,202268,,,the home teachers,22038
my baby s daddy,639,17321573,17322212,12000000,my baby s daddy,22039
aileen life and death of a serial killer,32981,85992,118973,,aileen life and death of a serial killer,22040
aileen life and death of a serial killer,32981,85992,118973,,aileen life and death of a serial killer,30131
yves st laurent,8263004,97092,8360096,,yves st laurent,22041
here on earth,350980,10494147,10845127,15000000,here on earth,22042
chasing liberty,102461,12189514,12291975,23000000,chasing liberty,22043
buddy boy,,10281,,,buddy boy,22044
100 arabica,,5428,,,100 arabica,22045
secret things,81488,104533,186021,,secret things,22046
winter sleepers,,316431,,,winter sleepers,22047
romeo must die,35063424,55973336,91036760,25000000,romeo must die,22048
soft fruit,,11132,,,soft fruit,22049
erin brockovich,132256558,125548685,257805243,50000000,erin brockovich,22050
final destination,58734556,53302314,112036870,23000000,final destination,22051
black tar heroin the dark end of the street,,6851,,,black tar heroin the dark end of the street,22052
le chal apne sang,,1030,,,le chal apne sang,22053
babymother,,5115,,,babymother,22054
the lifestyle,,85000,,,the lifestyle,22055
trash,502422,10746,513168,,trash,14724
cotton mary,,299351,,,cotton mary,22056
soft toilet seats,,880,,,soft toilet seats,22057
x,,142544,,,x,17057
les convoyeurs attendent,,5518,,,les convoyeurs attendent,22058
the ninth gate,39740562,18653746,58394308,38000000,the ninth gate,22059
storytelling,1112080,912442,2024522,,storytelling,22060
mission to mars,45125385,60874615,106000000,90000000,mission to mars,22061
orphans,,54596,,,orphans,22062
the mothman prophecies,21209859,35228696,56438555,42000000,the mothman prophecies,22063
shiqi sui de dan che,,157279,,,shiqi sui de dan che,22064
the son s room,10700000,1014416,11714416,,the son s room,22065
kung pow enter the fist,1000000,16033556,17033556,10000000,kung pow enter the fist,22066
kung pow enter the fist,1000000,16033556,17033556,10000000,kung pow enter the fist,31563
