year,release_date,title,genre,international_box_office,production_budget,Movie_ID
2021,June 3rd,baikal magiya vody,Documentary,"514698,00",,28975
2021,June 2nd,tutti per uma,Comedy,"39510,00",,28976
2021,June 2nd,the shift,Drama,"48330,00",,28977
2021,October 8th,suzanna andler,Drama,"67754,00",,28978
2021,June 2nd,chacun chez soi,Comedy,"1355175,00",,28979
2021,June 2nd,playlist,Comedy,"181812,00",,28980
2021,April 22nd,petite maman,Drama,"995042,00",,28981
2021,June 2nd,des hommes,Drama,"1313784,00",,28982
2021,June 1st,xi o d k,,"650000,00",,28983
2021,May 30th,yang guang jie mei tao,Drama,"14690000,00",,28984
2021,June 1st,kakegurui the movie zettai zetsumei russian roulette,Drama,"1084503,00",,28985
2021,May 29th,one day when we were young,Documentary,"1770000,00",,28986
2021,June 1st,jeonjueseo gileul modda,Drama,"2227,00",,28987
2021,May 29th,the last darling bulgaria,Drama,,,28989
2021,May 28th,mon s kuriuos pa stam,Drama,"4970,00",,29029
2021,May 28th,zebra girl,Comedy,"873,00",,29030
2021,May 29th,2021 mikio naruse film retrospective,Multiple Genres,"100000,00",,29031
2021,May 28th,by bez jazyka,Comedy,"1548,00",,29032
2021,May 28th,yi zhi you dao hai shui bian lan,Documentary,"1091977,00",,29033
2021,May 28th,wolka,Drama,"51273,00",,29034
2021,May 28th,the return life after isis,Documentary,"2933,00",,29035
2021,May 28th,welcome matt,Comedy,,,29036
2021,May 28th,utsukushiki yuwaku gendai no gabi,Drama,"5239977,00",,29037
2021,May 28th,surcos,,"8940,00",,29038
2021,May 28th,sui yue zai zhe er,Documentary,"220000,00",,29039
2021,September 24th,surge,Thriller/Suspense,"34454,00",,29040
2021,May 28th,smoln pich aneb pitom porno,Comedy,"12128,00",,29042
2021,May 28th,sepelenmis l mler arasinda,Drama,"913,00",,29043
2021,May 28th,moby doc,Documentary,,,29044
2021,May 28th,poate mai tr iesc i azi,Drama,"4689,00",,29045
2021,May 28th,hygi ne sociale,Comedy,"911,00",,29046
2021,May 28th,hokusai,,"352371,00",,29047
2021,May 28th,new french shorts 2021,Multiple Genres,,,29048
2021,May 28th,granada nights,Drama,"4045,00",,29049
2021,May 28th,f lix et le tr sor de morg a,Adventure,"240115,00",,29050
2021,May 28th,a fangirl s romance,Romantic Comedy,"360000,00",,29051
2021,May 28th,druga polowa,Comedy,"345449,00",,29074
2021,May 28th,bo gia,Comedy,,"1000000,00",29075
2021,May 28th,el a o de la furia,Action,"35859,00",,29076
2021,May 28th,american traitor the trial of axis sally,Drama,,,29077
2021,May 28th,bank job,Documentary,"2442,00",,29078
2021,May 27th,wine reflections,Comedy,"28972,00",,29079
2021,May 27th,volition,Drama,,,29080
2021,May 27th,sir alex ferguson never give in,Documentary,"115599,00",,29081
2021,May 27th,untitled fireman sam special,Adventure,"10180,00",,29082
2021,May 27th,il quaderno nero dell amore,Drama,"13161,00",,29083
2021,May 27th,poppy,Drama,"140623,00",,29099
2021,May 27th,nachspiel,Documentary,,,29101
2021,May 27th,my name is gulpilil,Documentary,"316643,00",,29104
2021,May 27th,mult v kino vypusk no 126,Adventure,"112281,00",,29105
2021,May 27th,mama s girl,Drama,"8069,00",,29106
2021,May 27th,love shorts,Drama,,,29107
2021,May 27th,igray so mnoy,Romantic Comedy,"3860,00",,29108
2021,May 27th,my indian boyfriend,,"100715,00",,29109
2021,May 27th,ich chi,Horror,"94098,00",,29110
2021,May 27th,here we move here we groove,Documentary,,,29111
2021,May 28th,endangered species,Adventure,"46448,00",,29113
2021,May 26th,si le vent tombe,Drama,"57207,00",,29114
2021,May 27th,un confine incerto,Romantic Comedy,,,29115
2021,May 28th,a quiet place part ii,Horror,"136451825,00","61000000,00",29116
2021,May 28th,a quiet place part ii,Horror,"136451825,00","61000000,00",30063
2021,May 26th,paipeulain,Drama,"1033307,00",,29117
2021,July 9th,meander,Horror,"663073,00",,29118
2021,May 26th,kantai,,"152762,00",,29119
2021,May 28th,cruella,Comedy,"140789236,00",,29121
2021,May 26th,vers la bataille,Adventure,"15396,00",,29128
2021,May 26th,aruko laibeu mujikeol insaideu willieom,Concert/Performance,"10785,00",,29136
2021,May 25th,the 8th,Documentary,,,29138
2021,May 23rd,the ugly duckling 2,Adventure,"1540000,00",,29139
2021,May 22nd,2021 russian film masters exhibition,Multiple Genres,"160000,00",,29140
2021,May 23rd,seize printemps,Drama,"67682,00",,29141
2021,May 21st,tierra santa el ltimo peregrino,Drama,"23411,00",,29142
2021,May 21st,two gods,Documentary,,,29143
2021,May 21st,sound of violence,Horror,"8150,00",,29144
2021,May 21st,ciema po polsku,Comedy,"14556,00",,29145
2021,May 21st,starbright,Adventure,,,29146
2021,May 21st,scare us,Horror,"169177,00",,29147
2021,May 21st,the retreat,Horror,,,29148
2021,May 21st,rare beasts,Black Comedy,"63828,00",,29149
2021,May 21st,poliamor para principiantes,Romantic Comedy,"320495,00",,29150
2021,May 21st,prazer camaradas,Documentary,"8474,00",,29151
2021,May 21st,the penny black,Documentary,,,29152
2021,May 21st,la piel del volcan,Drama,"37782,00",,29153
2021,May 21st,m a y moi,Drama,"11850,00",,29154
2021,May 21st,lindemann live in moscow,Concert/Performance,"5970,00",,29155
2021,May 21st,liu qing,Drama,"500000,00",,29156
2021,May 21st,orphea,Musical,"214,00",,29157
2021,May 21st,laisvo elgesio mo iut 3 prad ia,Comedy,"16862,00",,29176
2021,May 21st,jigoku no hanazono,Action,"5450978,00",,29177
2021,May 21st,jiangsu si shi film education course,Multiple Genres,"790000,00",,29178
2021,May 21st,feng kuang de quan tou,Action,"190000,00",,29179
2021,May 21st,final account,Documentary,"44080,00",,29180
2021,May 21st,glastonbury presents live at worthy farm,Concert/Performance,"16991,00",,29181
2021,May 21st,detective romon 3,Thriller/Suspense,"110000,00",,29183
2021,May 21st,dream horse,Drama,"3569563,00",,29184
2021,May 21st,blast beat,Drama,,,29185
2021,May 21st,crazy art village,Drama,"330000,00",,29186
2021,May 21st,beyond horror the history and sub culture of red films,Documentary,,,29187
2021,May 21st,dawn of war,Thriller/Suspense,"42374,00",,29188
2021,May 21st,drunk bus,Comedy,,,29189
2021,May 21st,3 tickets to paradise,Western,,,29190
2021,May 20th,wo yao wo men zai yi qi,Drama,"50506232,00",,29191
2021,May 20th,der wilde wald,Documentary,,,29192
2021,May 20th,los trapos sucios se lavan en casa,Comedy,"531862,00",,29193
2021,May 20th,tokyo ride,Documentary,"8858,00",,29194
2021,May 20th,modern tide midcentury architecture on long island,Documentary,"3080,00",,29195
2021,May 20th,morrison,Drama,"29519,00",,29196
2021,May 20th,qing shu,Drama,"7400000,00",,29197
2021,May 20th,hilfe ich hab meine freunde geschrumpft,Adventure,,,29199
2021,May 20th,konets filma,Comedy,"3951,00",,29201
2021,May 20th,george nakashima woodworker,Documentary,"8050,00",,29219
2021,May 20th,frey i the architectural envoy,Documentary,"2311,00",,29222
2021,June 25th,f9 the fast saga,Action,"548072000,00","200000000,00",29223
2021,June 25th,f9 the fast saga,Action,"548072000,00","200000000,00",30917
2021,May 20th,dove vivono gli architetti,Documentary,"11830,00",,29224
2021,May 20th,city dreamers,Documentary,"7456,00",,29225
2021,May 20th,il cattivo poeta,Drama,"895112,00",,29226
2021,May 20th,charlotte perriand pionni re de l art de vivre,Documentary,"10255,00",,29227
2021,May 19th,tottori sommeren vi var alene,Adventure,"10609,00",,29228
2021,May 20th,1986,Drama,,,29229
2021,May 19th,l treinte,Drama,"332284,00",,29230
2021,May 19th,envole moi,Drama,"2293893,00",,29231
2021,May 19th,honja saneun saramdeul,Drama,"95848,00",,29232
2021,May 17th,a space in time,Documentary,"1670,00",,29233
2021,May 19th,le dernier voyage,Adventure,"864638,00",,29234
2021,May 18th,exhibition on screen sunflowers,Documentary,"39925,00",,29235
2021,May 14th,todas las lunas,Drama,"39349,00",,29236
2021,May 14th,yi bai ling ba,Drama,"4800000,00",,29237
2021,May 14th,rk rkay,Drama,,,29238
2021,May 14th,punk the capital building a sound movement,Documentary,,,29239
2021,May 14th,us kids,Documentary,,,29241
2021,May 14th,profile,Thriller/Suspense,"93465,00","2300000,00",29254
2021,May 14th,the killing of two lovers,Drama,"32459,00","32000,00",29257
2021,May 14th,herencia,Documentary,"1523,00",,29258
2021,May 14th,g suto masut,Horror,,,29259
2021,May 14th,georgetown,Drama,,,29260
2021,May 14th,los hermanos the brothers,Documentary,,,29261
2021,August 13th,de oost,Drama,"159780,00",,29262
2021,May 14th,balandrau infern gelat,Documentary,"342,00",,29263
2021,May 14th,gan dong ta 77 ci,Romantic Comedy,"5555693,00",,29264
2021,May 14th,the djinn,Horror,"145577,00",,29265
2021,May 13th,verplant wie zwei typen versuchen mit dem rad nach vietnam zu fahren,Documentary,"2288,00",,29266
2021,May 14th,army of the dead,Action,,"90000000,00",29267
2021,May 13th,la tristezza ha il sonno leggero,Comedy,"529,00",,29268
2021,May 13th,the united way,Documentary,"84558,00",,29269
2021,May 13th,savovi,Thriller/Suspense,"3198,00",,29270
2021,May 13th,radhe,Action,"557523,00",,29271
2021,May 13th,tell her,Drama,"71482,00",,29272
2021,May 13th,op ra de paris aida,Concert/Performance,"14088,00",,29273
2021,March 25th,king otto,Documentary,"78836,00",,29274
2021,May 13th,lobachevsky s space,,,,29275
2021,May 13th,die dohnal,Documentary,,,29276
2021,May 13th,cinematti una storia folle,Documentary,"363,00",,29277
2021,May 13th,parquet,Drama,,,29278
2021,May 13th,coup,Documentary,,,29279
2021,May 13th,il buco in testa,Drama,"806,00",,29280
2021,May 14th,finding you,Drama,"573972,00",,29281
2021,May 13th,alida,Documentary,"550,00",,29282
2021,May 13th,beomteol 2 jjeoneui jeonjaeng,Action,"14186,00",,29283
2021,May 12th,naegen neomu sojunghan neo,Drama,"192359,00",,29284
2021,May 13th,a black jesus,Documentary,,,29285
2021,May 12th,chicago america s hidden war,Documentary,,,29286
2021,May 12th,adeuleui ireumeuro,Thriller/Suspense,"191828,00",,29287
2021,May 12th,haramitai hitoduma,,,,29288
2021,May 10th,healing from the shadows,Documentary,,,29289
2021,May 12th,2021 seuwegeu eiji wichyeo joseon,Concert/Performance,"28950,00",,29290
2021,May 7th,walking with herb,Comedy,,,29291
2021,May 7th,the water man,Drama,,,29292
2021,May 7th,silo,Drama,,,29293
2021,May 7th,the paper tigers,Action,,,29294
2021,May 7th,undergods,Thriller/Suspense,"7742,00",,29295
2021,May 7th,mission stories,Drama,,,29296
2021,May 7th,paper spiders,Drama,,,29297
2021,May 7th,mainstream,Comedy,"4728,00",,29298
2021,May 7th,locked in,Thriller/Suspense,,,29299
2021,May 7th,white people money,Comedy,,,29300
2021,May 7th,knots a forced marriage story,Documentary,,,29301
2021,May 12th,weissbier im blut,Comedy,"434853,00",,29302
2021,May 7th,initiation,Horror,"25567,00",,29303
2021,May 7th,the human factor,Documentary,"6122,00",,29304
2021,May 7th,gervasio s nchez lbum de posguerra,Documentary,"2920,00",,29305
2021,May 7th,here today,Comedy,"39613,00",,29306
2021,May 7th,el exorcismo de carmen far as,Concert/Performance,"1493222,00",,29307
2021,May 7th,escape from auschwitz,Drama,,,29308
2021,May 7th,equal standard,Action,,,29309
2021,July 16th,great white,Thriller/Suspense,"438106,00",,29310
2021,May 7th,duty free,Documentary,,,29311
2021,May 7th,emily the edge of chaos,Multiple Genres,,,29312
2021,May 7th,dau natasha,Drama,"2436,00",,29313
2021,May 7th,benny loves you,Comedy,,,29314
2021,May 7th,armug n el ltimo acabador,Drama,"3346,00",,29315
2021,May 7th,la asfixia,Documentary,"476,00",,29316
2021,May 6th,wer wir waren,Documentary,,,29317
2021,May 6th,warren miller s future retro,Documentary,"118205,00",,29318
2021,May 6th,smeshariki and friends of the movies issue 1,,"53209,00",,29319
2021,July 23rd,smelliville,Adventure,"1640149,00",,29320
2021,January 7th,june again,Comedy,"1944311,00",,29321
2021,May 6th,kikoriki and friends vol 1,,,,29322
2021,May 6th,outnumbered,Documentary,,,29323
2021,May 6th,james isey,Documentary,"409869,00",,29324
2021,June 1st,an impossible project,Documentary,"4206,00",,29325
2021,May 6th,golyamoto noshtno kapane,Drama,"217,00",,29326
2021,May 6th,le discours,Comedy,"3017988,00",,29327
2021,May 5th,hakgyo ganeun gil,Documentary,"218834,00",,29328
2021,May 14th,those who wish me dead,Thriller/Suspense,"10194431,00",,29329
2021,May 6th,the new bauhaus,Documentary,"4432,00",,29330
2021,May 6th,the city that sold america,Documentary,"6603,00",,29331
2021,May 6th,10 ways to eliminate a buddhist monk,,,,29332
2021,May 5th,bereutereu,Musical,"183620,00",,29333
2021,May 5th,geukjangpan kongsuni jangnangamnara daemoheom,Adventure,"588674,00",,29334
2021,May 5th,aideuleun jeulgeopda,,"157679,00",,29335
2021,May 1st,yang guang bu shi jie fei,Drama,"6770000,00",,29336
2021,April 30th,the virtuoso,Thriller/Suspense,,,29337
2021,May 1st,zhu zhu xia da dian ying kong long ri ji,Adventure,"12386168,00",,29338
2021,April 30th,snowtime 2,Adventure,"1870000,00",,29339
2021,April 30th,the resort,Horror,"10414,00",,29340
2021,April 30th,separation,Horror,,,29341
2021,May 7th,ni de hun li,Drama,"113654938,00",,29342
2021,April 30th,genitori vs influencer,Comedy,"1356,00",,29343
2021,April 30th,in silico,Documentary,,,29344
2021,April 30th,cr nica de una tormenta,Drama,"18064,00",,29345
2021,April 30th,four good days,Drama,"6119,00",,29346
2021,November 19th,babardeala cu bucluc sau porno balamuc,Comedy,"345979,00",,29347
2021,April 30th,golden arm,Comedy,,,29348
2021,April 29th,zhen san guo wu shuang,Action,"3191623,00",,29349
2021,April 30th,islandia el refugio perfecto,Documentary,"2147,00",,29350
2021,April 29th,pompeii sin city,Documentary,"21826,00",,29351
2021,April 29th,no porque me enamoro,Comedy,"110820,00",,29352
2021,April 29th,mi mi fang ke,Thriller/Suspense,"33881087,00",,29353
2021,April 29th,priklyucheniya eksponata,Adventure,,,29354
2021,April 29th,jin qian di guo zhui hu qin long,Action,"38611941,00",,29355
2021,April 29th,mary bauermeister eins und eins ist drei,Documentary,,,29356
2021,April 29th,far frontiers,Drama,,,29357
2021,April 16th,fatherhood,Drama,,,29358
2021,April 29th,the academy of magic,Adventure,"567484,00",,29359
2021,April 29th,the banishing,Horror,"226267,00",,29360
2021,April 29th,69 the saga of danny hernandez,Documentary,,,29361
2021,April 29th,69 the saga of danny hernandez,Documentary,,,30001
2021,April 28th,good light good air,Documentary,"59402,00",,29362
2021,April 30th,biwa dangsineui iyagi,Drama,"3161515,00",,29363
2021,April 26th,lei mi parla ancora,Drama,"8507,00",,29364
2021,August 13th,apstj rnan,Adventure,,,29365
2021,April 25th,sao hei jue zhan,Action,"62810000,00",,29366
2021,April 30th,xuan ya zhi shang,Thriller/Suspense,"185205628,00",,29367
2021,April 25th,das fieber,Documentary,,,29368
2021,April 26th,est dittatura last minute,Comedy,"78410,00",,29369
2021,April 24th,the stupid thief charged forward,Comedy,"80000,00",,29370
2021,April 23rd,wildcat,Thriller/Suspense,,,29371
2021,April 23rd,together together,Comedy,,,29372
2021,April 23rd,sweet river,Horror,,,29373
2021,April 23rd,urtzen,Documentary,"2630,00",,29374
2021,April 23rd,street gang how we got to sesame street,Documentary,"1219,00",,29375
2021,April 23rd,street gang how we got to sesame street,Documentary,"1219,00",,32596
2021,April 23rd,sisters with transistors,Documentary,"5241,00",,29376
2021,April 23rd,rur ni kenshin sai sh sh the final,Action,"43384254,00",,29377
2021,April 23rd,r d i y,Drama,,,29378
2021,April 23rd,ji yi qie ge,Thriller/Suspense,"470000,00",,29379
2021,April 23rd,moonlight on the autumn river,Drama,"620000,00",,29380
2021,April 23rd,the city of romance,Drama,"120000,00",,29381
2021,April 23rd,brighton,Comedy,,,29382
2021,April 23rd,gekijouban bang dream episode of roselia promise,,"1128578,00",,29383
2021,April 23rd,the deep ones,Horror,,,29384
2021,April 23rd,bloodthirsty,Horror,"1276,00",,29385
2021,May 7th,wrath of man,Action,"76500000,00","40000000,00",29386
2021,April 22nd,todo lo invisible,Comedy,"80596,00",,29387
2021,April 22nd,rosemary s way,Documentary,"13427,00",,29388
2021,April 22nd,nizhal,Drama,"8705,00",,29389
2021,April 23rd,a beautiful request,Drama,,,29390
2021,April 22nd,the race to save the world,Documentary,,,29391
2021,April 22nd,mult v kino vypusk no 125,Adventure,"33713,00",,29392
2021,April 22nd,this is port adelaide,Documentary,,,29393
2021,April 22nd,moskvy ne byvaet,Comedy,"1430,00",,29394
2021,December 15th,minamata,Drama,"610346,00",,29395
2021,April 22nd,musun sesangeul garojilreo,Documentary,"4048,00",,29396
2021,April 22nd,moon rock for monday,Drama,"21875,00",,29397
2021,April 22nd,blizny,Documentary,,,29398
2021,April 22nd,all u need is love,Comedy,"63718,00",,29399
2021,April 21st,naeileui gieok,Thriller/Suspense,"2709473,00",,29400
2021,April 22nd,korora,Documentary,"174,00",,29401
2021,April 21st,seupeuring song,Musical,"4217,00",,29402
2021,April 21st,non mi uccidere,Horror,,,29403
2021,April 18th,the six,Documentary,"560000,00",,29404
2021,April 17th,luna seven,,,,29405
2021,April 20th,grace fury,Documentary,,,29406
2021,April 17th,yin he bao bei,Comedy,"20000,00",,29407
2021,April 16th,reefa,Drama,,,29408
2021,April 16th,princess dayareese,Romantic Comedy,,,29409
2021,April 16th,night of the sicario,Thriller/Suspense,,,29410
2021,April 16th,natura bizia,Documentary,"12435,00",,29411
2021,April 16th,monday,Drama,,,29412
2021,April 16th,sas red notice,Action,,,29413
2021,April 16th,lie xin zhi xue qin,Thriller/Suspense,"30000,00",,29414
2021,April 16th,we broke up,Romantic Comedy,,,29415
2021,April 16th,trigger point,Action,,,29416
2021,April 16th,in the earth,Horror,"217240,00",,29417
2021,April 16th,killer among us,Thriller/Suspense,,,29418
2021,April 16th,jakob s wife,Horror,,,29419
2021,April 16th,for the sake of vicious,Horror,,,29420
2021,April 16th,the dracula cult,Horror,,,29421
2021,April 16th,beast beast,Drama,,,29422
2021,April 16th,ba yue wei yang,Drama,"10500000,00",,29423
2021,April 16th,amanece en calcuta,Documentary,"153408,00",,29424
2021,April 15th,sheena667,Comedy,"16175,00",,29425
2021,April 15th,seobok,Action,"3825490,00",,29426
2021,April 16th,bill traylor chasing ghosts,Documentary,,,29427
2021,April 16th,bill traylor chasing ghosts,Documentary,,,30373
2021,August 27th,prisoners of the ghostland,Action,"31160,00",,29428
2021,April 15th,ot vinta 2,Adventure,"187403,00",,29429
2021,April 15th,nayattu,Thriller/Suspense,"50945,00",,29430
2021,April 15th,meitantei konan hiiro no dangan,Action,"102541282,00",,29431
2021,April 15th,opera di roma rigoletto,Concert/Performance,"6841,00",,29432
2021,April 15th,eoreundeuleun mullayo,Drama,"297469,00",,29433
2021,April 15th,kuriyan jawan bapu preshaan,Comedy,"20196,00",,29434
2021,April 15th,do i love you robot do i,Documentary,"1640,00",,29435
2021,April 15th,kogda padali aisty,Action,"7168775,00",,29436
2021,April 15th,cross of iron,Drama,"201,00",,29437
2021,April 15th,the desert project,Comedy,"2390,00",,29438
2021,April 15th,borderline,Drama,"2796,00",,29439
2021,April 15th,aalto,Documentary,"201261,00",,29440
2021,April 15th,creation stories,Drama,"59705,00",,29441
2021,April 15th,99 songs,Musical,"10358,00",,29442
2021,April 13th,homicidio culposo,Action,,,29443
2021,April 15th,agent mambo true pac,Action,"157807,00",,29444
2021,April 10th,adventures in wonder world,Adventure,"780000,00",,29445
2021,April 9th,vivo,,"41059088,00",,29446
2021,April 9th,qi huan zhi lv,Drama,"1410000,00",,29447
2021,April 10th,the new little mermaid ocean girl,Adventure,"1760000,00",,29448
2021,April 9th,el musical de peter pan el pa s de nunca jam s,Musical,"38269,00",,29449
2021,April 9th,my true fairytale,Thriller/Suspense,,,29450
2021,April 15th,lionhearted aus der deckung,Documentary,,,29451
2021,April 9th,karnan,Action,"154809,00",,29452
2021,April 9th,held,Horror,,,29453
2021,April 9th,hollow point,Action,,,29454
2021,July 12th,josee to tora to sakana tachi,Drama,"1959253,00",,29455
2021,April 9th,gisaengchoon,Comedy,"876,00",,29456
2021,April 9th,un crimen com n,Thriller/Suspense,,,29457
2021,April 9th,cells at work special screening edition,Adventure,"1140000,00",,29458
2021,April 8th,women,Romantic Comedy,"44193,00",,29459
2021,April 9th,jin cheng ji,Documentary,"660000,00",,29460
2021,April 9th,cu ados,Comedy,"314496,00",,29461
2021,April 9th,despu s de ti,Comedy,"312469,00",,29462
2021,June 18th,sweat,Drama,"6762,00",,29463
2021,April 9th,vakeel saab,Action,"229023,00",,29464
2021,April 8th,guwon,Thriller/Suspense,"22587,00",,29465
2021,April 8th,das ende des schweigens,Documentary,,,29466
2021,April 23rd,mortal kombat,Action,"41182338,00","55000000,00",29467
2021,April 9th,voyagers,Thriller/Suspense,"981195,00","29000000,00",29468
2021,April 8th,bud moim kirillom,Comedy,"204850,00",,29469
2021,April 8th,the book of the sea,Documentary,,,29470
2021,April 8th,bimileui jeongwon,Drama,"56534,00",,29471
2021,April 8th,buleora geompunga,Action,"2874,00",,29472
2021,August 6th,ascendant,Thriller/Suspense,"318710,00",,29473
2021,April 7th,deoseuteumaen,Drama,"21571,00",,29474
2021,April 2nd,this is not a burial it s a resurrection,Drama,,,29475
2021,April 2nd,the unholy,Horror,"15299045,00","10000000,00",29476
2021,November 5th,les animaux anonymes,Horror,,,29477
2021,April 2nd,sulthan,Action,"92332,00",,29478
2021,April 3rd,mummy resurgance,Horror,,,29479
2021,April 2nd,shiva baby,Comedy,"152486,00",,29480
2021,April 2nd,say your prayers,Comedy,,,29481
2021,April 2nd,roe v wade,Drama,,,29482
2021,April 2nd,the oak room,Thriller/Suspense,,,29483
2021,April 2nd,koi jaane na,Thriller/Suspense,,,29484
2021,April 2nd,ming tian hui hao de,Romantic Comedy,"4670000,00",,29485
2021,April 2nd,monkey king reborn,Action,"17692630,00",,29486
2021,April 2nd,every breath you take,Thriller/Suspense,"294303,00",,29487
2021,April 2nd,este amor es de otro planeta,Romantic Comedy,"780,00",,29488
2021,April 2nd,the girl who believes in miracles,Drama,,,29489
2021,April 2nd,ensemble stars es music garden delay viewing,,"1905644,00",,29490
2021,April 2nd,2021 oscar shorts,Multiple Genres,,,29491
2021,April 1st,wild dog,Thriller/Suspense,"32572,00",,29492
2021,April 2nd,gekijoban signal choki mikaiketsu jiken sosahan,Thriller/Suspense,"7344186,00",,29493
2021,April 9th,puaada,Drama,"294848,00",,29494
2021,April 1st,mayor grom chumnoy doktor,Action,"5209010,00",,29495
2021,April 1st,ready o r knot,Romantic Comedy,"657371,00",,29496
2021,April 1st,masha,Action,"66309,00",,29497
2021,April 1st,ein bisschen bleiben wir noch,Drama,,,29498
2021,April 1st,dangsineui sawol,Documentary,"49860,00",,29499
2021,April 1st,dang nan ren lian ai shi,Drama,"54253498,00",,29500
2021,March 31st,teon deo seuteurit,Musical,"13739,00",,29501
2021,April 1st,impermanence,Horror,"630000,00",,29502
2021,March 31st,the wings of songs,Musical,"3480000,00",,29503
2021,March 31st,the outsider secretary,Drama,"140000,00",,29504
2021,March 31st,the boonies,Horror,,,29505
2021,March 31st,killeopati,Musical,"4304,00",,29506
2021,March 31st,jasaneobo,Drama,"2615780,00",,29507
2021,March 31st,hijra in between,Drama,"104487,00",,29508
2021,March 31st,amudo eobsneun got,Drama,"155706,00",,29509
2021,March 30th,beans,Drama,,,29510
2021,March 28th,di shi yi hui,Drama,"11495397,00",,29511
2021,April 23rd,wo de jie jie,Drama,"133645504,00",,29512
2021,March 26th,traidores,Documentary,"2548,00",,29513
2021,March 26th,undone,Documentary,"26646,00",,29514
2021,March 26th,things don t stay fixed,Drama,,,29515
2021,March 26th,shoplifters of the world,Comedy,"6228,00",,29516
2021,March 26th,the seventh day,Horror,"928543,00",,29517
2021,June 11th,peter rabbit 2 the runaway,Adventure,"112158529,00","45000000,00",29518
2021,June 11th,peter rabbit 2 the runaway,Adventure,"112158529,00","45000000,00",32173
2021,March 26th,senior moment,Comedy,,,29519
2021,March 26th,olvido y le n,Drama,"5279,00",,29520
2021,March 26th,ping an zhong guo zhi shou hu zhe,Drama,"8400000,00",,29521
2021,March 26th,naci n,Documentary,"20591,00",,29522
2021,March 26th,mystery of the kingdom of god,Adventure,,,29523
2021,March 26th,the ode to the land,Documentary,"400000,00",,29524
2021,March 26th,miracle fishing the kidnapping of tom hargrove,Documentary,,,29525
2021,March 26th,girls und panzer das finale part iii,Action,"4262049,00",,29526
2021,March 26th,fei zheng shi ai qing,Action,"280000,00",,29527
2021,March 26th,la horripilante bestia humana,Horror,,,29528
2021,March 26th,ez eskerrik asko gladysen leihoa,Documentary,"583,00",,29529
2021,March 26th,la cumbre es el camino,Documentary,"1133,00",,29530
2021,March 25th,thellavarithe guruvaram,Comedy,"152,00",,29531
2021,March 25th,wide of the mark,Documentary,"22208,00",,29532
2021,March 26th,un efecto ptico,Comedy,"28177,00",,29533
2021,March 25th,si ikneun sigan,Documentary,"4133,00",,29534
2021,March 25th,saina,Drama,"11060,00",,29535
2021,March 25th,paris opera ballet play,Concert/Performance,"4414,00",,29536
2021,March 25th,raphael the young prodigy,Documentary,"28357,00",,29537
2021,March 25th,rang de,Romantic Comedy,"96863,00",,29538
2021,March 25th,mult v kino vypusk no 124,Adventure,"134744,00",,29539
2021,March 25th,jaimen hudson from sky to sea,Documentary,"32530,00",,29540
2021,March 25th,met opera le nozze di figaro,Drama,"16638,00",,29541
2021,March 25th,incheonseutella,Action,"20687,00",,29542
2021,March 25th,great barrier reef,Documentary,"143410,00",,29543
2021,March 25th,kaadan,Drama,"7591,00",,29544
2021,March 31st,godzilla vs kong,Action,"367148534,00","155000000,00",29545
2021,March 31st,godzilla vs kong,Action,"367148534,00","155000000,00",31101
2021,April 5th,exhibition on screen easter in art,Documentary,"15404,00",,29546
2021,March 25th,garagenvolk,Documentary,,,29547
2021,March 24th,shin tennis no ouji sama hyoutei vs rikkai game of future,,"5388,00",,29548
2021,March 25th,aranya,Drama,"7937,00",,29549
2021,March 24th,teuwenti haekeo,Action,"12982,00",,29550
2021,March 25th,alles ist eins ausser der 0,Documentary,"93235,00",,29551
2021,March 24th,deo bakseu,Musical,"967087,00",,29552
2021,March 24th,choemyeon,Thriller/Suspense,"447745,00",,29553
2021,March 24th,gukkaseuten konseoteu silhwang haepeuning,Concert/Performance,"69779,00",,29554
2021,March 20th,space detective,Adventure,"60000,00",,29555
2021,March 20th,2020 wanda shakespeare image exhibition,Multiple Genres,"130000,00",,29556
2021,March 19th,you jian nai liang,Drama,"740000,00",,29557
2021,March 19th,shorta,Action,"53189,00",,29558
2021,March 19th,sandeep aur pinky faraar,Comedy,"8771,00",,29559
2021,March 19th,phobias,Horror,,,29560
2021,March 19th,ri bu luo jiu dian,Comedy,"3100000,00",,29561
2021,March 19th,nos queda la noche,Multiple Genres,"448,00",,29562
2021,March 19th,wojnarowicz,Documentary,,,29563
2021,March 19th,occidente,Thriller/Suspense,"362,00",,29564
2021,March 19th,my brother s keeper,Drama,,,29565
2021,June 24th,mila,Comedy,"79244,00",,29566
2021,March 26th,nobody,Thriller/Suspense,"29942483,00","16000000,00",29567
2021,March 19th,montekeuriseuto deo myujikeol raibeu,Musical,"296816,00",,29568
2021,March 19th,last call,Comedy,,,25232
2020,September 18th,last call,Drama,,,25232
2021,March 19th,a febre,Thriller/Suspense,"2130,00",,29569
2021,March 19th,here are the young men,Drama,"1927,00",,29570
2021,March 19th,lassemajas detektivbyr t gr narens hemlighet,Adventure,"81684,00",,29571
2021,March 19th,gekij ban okusama wa toriatsukai ch i,Adventure,"10279120,00",,29572
2021,March 19th,dark state,Thriller/Suspense,,,29573
2021,March 19th,dardara,Documentary,"75092,00",,29574
2021,March 18th,secret magic control agency,Adventure,"1246910,00",,29575
