year,release_date,title,genre,international_box_office,production_budget,Movie_ID
2017,June 16th,s lo se vive una vez,Action,"456535,00",,6501
2017,June 16th,sinyalciler,Comedy,"138147,00",,6502
2017,June 16th,sheng nu qi yuan,Romantic Comedy,"263728,00",,6503
2017,June 16th,selbstkritik eines buergerlichen hundes,Comedy,"10081,00",,6504
2017,June 16th,score a film music documentary,Documentary,"83050,00",,6505
2017,June 16th,score a film music documentary,Documentary,"83050,00",,32402
2017,June 16th,se or dame paciencia,Comedy,"7805091,00",,6506
2017,June 16th,r ckkehr nach montauk,Drama,"320414,00",,6507
2017,June 16th,seventeen year old rainy season,,"36568,00",,6508
2017,June 16th,sari sicak,Drama,"12313,00",,6509
2017,June 16th,return to the wolves,Documentary,"4886088,00",,6510
2017,June 16th,ramad,Thriller/Suspense,"2812,00",,6511
2017,October 6th,overdrive,Action,"11247280,00","30000000,00",6512
2017,June 16th,phullu,Comedy,"5039,00",,6513
2017,July 21st,la region salvaje,Drama,"31874,00",,6514
2017,June 16th,pray for rain,Drama,,,6522
2017,June 16th,national theatre live 2017 salome,Concert/Performance,"160738,00",,6580
2017,June 16th,nothingwood,Documentary,"129885,00",,6581
2017,June 16th,nos patriotes,Drama,"308121,00",,6582
2017,June 16th,moeto manichko nishto,Drama,"316,00",,6583
2017,June 16th,liu ren wan can,,"332596,00",,6584
2017,June 16th,maragatha naanayam,Adventure,"3050,00",,6585
2017,June 16th,kodomo tsukai,Horror,"3912025,00",,6586
2017,June 16th,jasmine,Horror,,,6587
2017,June 16th,hotel coolgardie,Documentary,"80559,00",,6588
2017,June 16th,il volo con pl cido domingo notte magica al cinema,Concert/Performance,"12363,00",,6589
2017,June 16th,hidden love,,"684806,00",,6590
2017,June 16th,hearing is believing,Documentary,,,6591
2017,June 16th,gekijouban mahouka koukou no rettousei hoshi o yobu shoujo,Action,"2825976,00",,6592
2017,June 16th,g kutta se,Drama,"3980,00",,6593
2017,June 16th,esik,Documentary,"236,00",,6594
2017,June 16th,from hollywood to rose,Comedy,,,6595
2017,November 10th,destination unknown,Documentary,"4771,00",,6596
2017,June 16th,deccal 2,Horror,"301933,00",,6597
2017,June 16th,edna kaloria nezhnost,Drama,"292,00",,6598
2017,June 16th,hare krishna the mantra the movement and the swami who started it all,Documentary,"15981,00",,6599
2017,June 16th,la cena blanca de romina,Documentary,"2286,00",,6600
2017,October 4th,chavela,Documentary,"94510,00",,6601
2017,June 16th,j lia ist,Drama,"57598,00",,6604
2017,June 16th,cardboard gangsters,Drama,"211890,00",,6659
2017,June 16th,cars 3,Adventure,"230640254,00","175000000,00",6660
2017,June 16th,the book of henry,Drama,"91801,00",,6661
2017,June 16th,anna s life,Drama,"1843,00",,6662
2017,August 11th,bedeviled,Horror,"480202,00",,6663
2017,June 16th,arrowhead,Action,,"180000,00",6664
2017,June 15th,mullewapp eineschone schweinerei,Adventure,"261020,00",,6665
2017,June 16th,bank chor,Comedy,"925629,00",,6666
2017,June 16th,52 hz wo ai ni,,"201172,00",,6667
2017,June 15th,ha har,Drama,"6889,00",,6668
2017,June 7th,haru,Thriller/Suspense,"8134330,00",,6669
2017,June 16th,rough night,Black Comedy,"24738714,00","20000000,00",6670
2017,June 15th,jungdoknoraebang,Drama,"59868,00",,6671
2017,June 11th,love without words,Drama,"3741863,00",,6672
2017,June 30th,despicable me 3,Adventure,"768337687,00","75000000,00",6673
2017,June 10th,love u family,Drama,"7294,00",,6674
2017,June 10th,bachche kachche sachche,Drama,"884,00",,6675
2017,June 10th,behen hogi teri,Comedy,"303520,00",,6676
2017,June 9th,wo xin que yue,,"60615,00",,6677
2017,June 14th,hack house,Horror,,,6678
2017,June 9th,le v n rable w,Documentary,"559312,00",,6682
2017,June 9th,la so ada,Drama,"4604,00",,6756
2017,June 9th,take that wonderland live from the o2,Concert/Performance,"1422889,00",,6757
2017,June 9th,teesklejad,Thriller/Suspense,"3508,00",,6758
2017,June 9th,resident evil vendetta,Action,"191408,00",,6759
2017,June 9th,salur kazan zoriki kahraman,Comedy,"268791,00",,6760
2017,June 9th,random tropical paradise,Comedy,,,6761
2017,June 9th,ramante edenthottam,Romantic Comedy,"2382,00",,6762
2017,June 9th,raabta,Drama,"3582830,00",,6763
2017,June 9th,raising bertie,Documentary,,,6764
2017,June 9th,pieles,Drama,"98287,00",,6765
2017,June 9th,el peor hombre del mundo,Comedy,"677,00",,6766
2017,June 9th,p tria,Drama,"58767,00",,6767
2017,June 9th,opera de paris the snow maiden,Concert/Performance,"5895,00",,6768
2017,June 9th,national theatre live peter pan,Concert/Performance,"207564,00",,6769
2017,June 9th,my name is lenny,Drama,"436,00",,6770
2017,June 9th,my cousin rachel,Drama,"7116924,00",,6771
2017,June 9th,middle man,Comedy,,,6772
2017,June 9th,monster mayhem,Thriller/Suspense,"1459015,00",,6773
2017,June 9th,megan leavey,Drama,"1058534,00",,6774
2017,June 9th,miles,Drama,,,6778
2017,June 9th,ma la xue yuan,,"110752,00",,6779
2017,June 9th,king of prism pride the hero,Adventure,"3100175,00",,6847
2017,June 9th,lovelorn 399 years,Drama,"16664,00",,6848
2017,June 9th,it comes at night,Horror,"5735086,00","5000000,00",6849
2017,June 9th,how are you,Drama,"5921481,00",,6850
2017,June 9th,in zeiten des abnehmenden lichts,Drama,"797820,00",,6851
2017,June 9th,i love you both,Comedy,,,6852
2017,June 9th,historias breves 14,,"1503,00",,6853
2017,June 9th,hirugao,Drama,"20129137,00",,6854
2017,June 9th,the haunted graduation photo,Horror,"439839,00",,6855
2017,June 9th,the hero,Drama,"35036,00",,6856
2017,June 9th,go with your gut,Documentary,"196403,00",,6857
2017,June 9th,los ganadores,Documentary,"594,00",,6858
2017,June 9th,dream holiday,Romantic Comedy,"71345,00",,6859
2017,June 9th,la granja,Drama,,,6860
2017,June 9th,dispossession the great social housing swindle,Documentary,"46035,00",,6861
2017,June 9th,hhhh,Thriller/Suspense,"4132063,00",,6862
2017,June 9th,c nk onu cok sevdim,Drama,"8045,00",,6863
2017,June 9th,crimen de las salinas,Documentary,"950,00",,6864
2017,June 9th,comment j ai rencontr mon p re,Comedy,"241565,00",,6865
2017,June 9th,dawson city frozen time,Documentary,,,6866
2017,June 9th,dawson city frozen time,Documentary,,,30706
2017,June 9th,berliner philharmoniker live june concert,Concert/Performance,"7934,00",,6867
2017,June 9th,camera obscura,Horror,,,6868
2003,September 26th,camera obscura,Drama,,,6868
2017,June 9th,bei ching bei hak,Drama,"33701,00",,6869
2017,June 9th,awakening the zodiac,Thriller/Suspense,,,6933
2017,June 9th,beatriz at dinner,Drama,"178182,00",,6934
2017,June 9th,ami thumi,Romantic Comedy,"4622,00",,6936
2017,June 9th,anna karenina history of vronsky,Drama,"298097,00",,6937
2017,June 9th,ali mizah wa ibrahim,Drama,"26255,00",,6938
2017,June 9th,as good as you,Comedy,,,6939
2017,June 9th,abalos una historia de 5 hermanos,Documentary,"1858,00",,6940
2017,June 9th,11,Thriller/Suspense,"78066,00",,6941
2017,June 9th,22 nenme no kokuhaku watashi ga satsujinhan desu,Drama,"21001632,00",,6942
2017,June 9th,11 55,Drama,,,6943
2017,June 6th,zoku shinya shokudo,Drama,"2365060,00",,6944
2017,May 31st,yongsoon,Drama,"91299,00",,6945
2017,June 8th,chris brown welcome to my life,Documentary,,,6946
2017,August 25th,aknyeo,Action,"8802261,00",,6947
2017,June 5th,naneun goyangirosoida,Documentary,"59643,00",,6948
2017,June 5th,woman on fire,Documentary,,,6949
2017,June 3rd,magic pills,Documentary,,,6950
2017,June 3rd,mirror game ab khel shuru,Thriller/Suspense,"4107,00",,6951
2017,June 3rd,sweetiee weds nri,Romantic Comedy,"22666,00",,6952
2017,June 3rd,hanuman da damdaar,Adventure,"210466,00",,6953
2017,June 3rd,flat 211,Thriller/Suspense,"2211,00",,6954
2017,June 2nd,royal opera house live dream symphonic variations marguerite armand,Concert/Performance,"427366,00",,7026
2017,June 2nd,vincent n roxxy,Thriller/Suspense,,,7027
2017,June 3rd,a death in the gunj,Thriller/Suspense,"153683,00",,7028
2017,June 3rd,dear maya,Drama,"28968,00",,7029
2017,June 2nd,red army primary school,,"30652,00",,7030
2017,June 2nd,the recall,Horror,,,7031
2017,June 2nd,polar star,,"5726,00",,7032
2017,June 2nd,rakshadhikari baiju oppu,Drama,"2909,00",,7034
2017,June 2nd,past life,Thriller/Suspense,"25113,00",,7035
2017,June 2nd,el pastor,Drama,"2328,00",,7036
2017,June 2nd,nur eta herensugearen tenplua,Adventure,"43846,00",,7037
2017,June 2nd,nefrin,Horror,"9694,00",,7038
2017,June 2nd,mil coses que faria per tu,Comedy,"55156,00",,7039
2017,June 2nd,mclaren,Documentary,"638602,00",,7040
2017,June 9th,mei hao de yi wai,Drama,"2580320,00",,7041
2017,June 2nd,marie francine,Comedy,"7026711,00",,7042
2017,April 20th,lou andreas salom the audacity to be free,Drama,"441267,00",,7043
2017,June 2nd,kung fu bunny man,,"202104,00",,7044
2017,June 9th,the mummy,Adventure,"329852780,00","195000000,00",7045
2020,July 9th,the mummy,Horror,"234,00",,7045
2017,June 2nd,love kennedy,Drama,,,7047
2017,June 16th,kill switch,Action,"163348,00",,7048
2017,June 2nd,jattu engineer,Drama,"10234,00",,7050
2017,June 2nd,the incomparable rose hartman,Documentary,,,7113
2017,June 2nd,hana ikusa,Drama,"4696006,00",,7116
2017,June 2nd,firstborn,Horror,"78730,00",,7117
2017,June 2nd,the exception,Drama,"125608,00",,7118
2017,June 2nd,dr les d oiseaux,,"28874,00",,7119
2017,June 2nd,glyndebourne la traviata,Concert/Performance,"87521,00",,7120
2017,June 2nd,como la espuma,Romantic Comedy,"18883,00",,7121
2017,June 2nd,dean,Comedy,,,7122
2017,June 2nd,dobaara see your evil,Horror,"190762,00",,7123
2017,June 2nd,cinebasura la pelicula,Horror,"1653,00",,7124
2017,June 2nd,british museum presents hokusai,Documentary,"225122,00",,7125
2017,June 2nd,captain underpants the first epic movie,Adventure,"52501949,00","38000000,00",7126
2017,June 2nd,captain underpants the first epic movie,Adventure,"52501949,00","38000000,00",30526
2017,June 2nd,bir damla a k,Romantic Comedy,"8965,00",,7127
2017,June 2nd,band aid,Comedy,,,7128
2017,June 2nd,amor com,Romantic Comedy,"295052,00",,7129
2017,June 2nd,bambaska,,"2912,00",,7130
2017,January 12th,l amant d un jour,Drama,"356358,00",,7131
2017,June 2nd,dark signal,Horror,,,7132
2017,June 2nd,all about the money,Action,,,7133
2017,June 1st,convicted,Action,,,7134
2017,June 1st,broers,Adventure,"76217,00",,7135
2017,May 25th,beibur do b suto goddo,Adventure,"721511,00",,7136
2017,June 2nd,aaron s blood,Horror,,,7138
2017,February 16th,nelyubov,Drama,"4321223,00",,7139
2017,May 31st,turn it around the story of east bay punk,Documentary,,,7207
2017,May 31st,the rush chairman,Comedy,,,7210
2017,May 31st,falling in love,Drama,"1270000,00",,7211
2017,June 1st,be afraid,Horror,"106202,00",,7212
2017,May 31st,i figli della notte,Drama,"42468,00",,7213
2017,May 31st,la chana,Documentary,"57747,00",,7214
2017,May 30th,angst,Documentary,,,7215
2017,May 27th,my king my father,Adventure,"2280212,00",,7216
2017,May 27th,la historia de un amor,Romantic Comedy,"1890232,00",,7217
2017,May 27th,edge of innocence,Drama,"1369687,00",,7218
2017,June 2nd,wonder woman,Action,"405494813,00","150000000,00",7219
2017,June 2nd,didi s dreams,Drama,"4013033,00",,7220
2017,May 30th,a wound in time,Thriller/Suspense,,,7221
2017,May 26th,yar n n ad ba ka,Drama,"1120,00",,7222
2017,May 26th,thondan,Drama,"2204,00",,7223
2017,May 26th,thodi thodi si manmaaniyan,Drama,"9105,00",,7224
2017,May 26th,war machine,Comedy,,,7225
2017,May 26th,sinsiran yasak a k,Horror,"55061,00",,7226
2017,May 26th,spirit game pride of a nation,Documentary,,,7227
2017,May 26th,saab bahadar,Thriller/Suspense,"134636,00",,7228
2017,May 26th,sachin,Documentary,"6630190,00",,7229
2017,June 1st,rodin,Drama,"2325201,00",,7230
2017,May 30th,after school special,Adventure,,,7240
2017,May 26th,raffaello il principe delle arti in 3d,Drama,"72820,00",,7300
2017,May 26th,por onde escapam as palavras,Drama,"4168,00",,7301
2017,May 26th,la muerte no duele,Documentary,"1882,00",,7302
2017,May 26th,la memoria de los huesos,Documentary,"2223,00",,7303
2017,May 26th,real o plano por tr s da hist ria,Drama,"161911,00",,7304
2017,May 25th,long strange trip the untold story of the grateful dead,Documentary,,,7305
2017,May 26th,madraza,Action,"32271,00",,7306
2017,May 26th,kazoku wa tsuraiyo 2,Comedy,"5837844,00",,7308
2017,May 26th,la scala the thieving magpie,Concert/Performance,"7067,00",,7309
2017,May 26th,katre,Thriller/Suspense,"1712,00",,7310
2017,May 26th,isoken,Drama,"15837,00",,7311
2017,May 26th,interlude in prague,Drama,"14717,00",,7312
2017,September 29th,hjartasteinn,Drama,"47161,00",,7313
2017,May 26th,it was 50 years ago today the beatles sgt pepper beyond,Documentary,"203505,00",,7314
2017,May 26th,hermia helena,Comedy,"1004,00",,7315
2017,May 26th,hermia helena,Comedy,"1004,00",,31217
2017,May 26th,hermia helena,Comedy,"1004,00",,34106
2017,May 26th,the helsings,Drama,,,7316
2017,May 26th,gui yi jiu lou,Horror,"30000,00",,7317
2017,May 26th,godha,Drama,"3644,00",,7318
2017,June 2nd,god of war,Action,"9506524,00",,7319
2017,June 15th,the hippopotamus,Comedy,"273502,00",,7320
2017,May 26th,rarandoi veduka chudham,Drama,"46176,00",,7322
2017,May 26th,fascinated love,,"219012,00",,7386
2017,May 26th,chotto imakara shigoto yametekuru,Comedy,"7012018,00",,7388
2017,May 26th,buena vista social club adios,Documentary,"220038,00",,7389
2017,May 26th,buena vista social club adios,Documentary,"220038,00",,30474
2017,May 26th,drone,Thriller/Suspense,,,7390
2017,May 26th,bob the builder mega machines,Adventure,"437635,00",,7391
2017,May 26th,cruel and unusual,Documentary,,,7392
2017,May 26th,black butterfly,Thriller/Suspense,"359182,00",,7393
2017,February 2nd,bilal a new breed of hero,Adventure,"157626,00","30000000,00",7394
2017,February 2nd,bilal a new breed of hero,Adventure,"157626,00","30000000,00",30370
2017,May 26th,dust,Drama,"3288150,00",,7395
2003,August 22nd,dust,,,,7395
2017,May 26th,96 souls,Drama,,,7396
2017,May 26th,black and white photo studio,,"5062,00",,7397
2017,June 16th,47 meters down,Horror,"18326512,00","5300000,00",7398
2017,May 25th,ulideului ilgi,Action,"2613,00",,7399
2017,May 25th,soepari,Drama,"32573,00",,7400
2017,May 25th,paran nabi hyokwa,Documentary,"31293,00",,7401
2017,May 25th,pawobaeteul wachika wachigamyeoneui yeokseub,Action,"142728,00",,7402
2017,May 25th,kkumui jein,Drama,"192176,00",,7403
2017,May 25th,neoegeman deullyeojugo sipeo,Drama,"1823,00",,7404
2017,May 25th,hanni nanni mehr als beste freunde,Drama,"3415880,00",,7405
2017,February 14th,l amant double,Thriller/Suspense,"4723961,00",,7406
2017,May 25th,cuori puri,Drama,"156233,00",,7407
2017,June 16th,daeripgun,Drama,"5579979,00",,7409
2017,May 25th,goryeo arirang cheonsanui diba,Documentary,"21012,00",,7412
2017,May 23rd,restless creature wendy whelan,Documentary,,,7474
2017,May 23rd,restless creature wendy whelan,Documentary,,,32317
2017,May 25th,baywatch,Comedy,"117803597,00","60000000,00",7475
2017,May 24th,double play,Drama,"95931,00",,7476
2017,May 23rd,in our hands the battle for jerusalem,Documentary,,,7477
2017,May 26th,pirates of the caribbean dead men tell no tales,Adventure,"622302918,00","230000000,00",7478
2017,May 26th,pirates of the caribbean dead men tell no tales,Adventure,"622302918,00","230000000,00",32194
2017,May 23rd,i am a doctor,Drama,"1167451,00",,7479
2017,May 21st,counting for thunder,Drama,,,7480
2017,July 7th,city of ghosts,Documentary,"82832,00",,7481
2003,April 25th,city of ghosts,Drama,,"17500000,00",7481
2017,May 20th,the three little pigs 2,Adventure,"4015456,00",,7482
2017,May 23rd,nomoohyeonibnida,Documentary,"13502122,00",,7483
2017,May 19th,wakefield,Drama,"611588,00",,7484
2017,May 19th,venise sous la neige,Comedy,"75023,00",,7485
2017,May 19th,uma vida espera,Drama,"15577,00",,7486
2017,May 19th,wrong way driving,,"5839,00",,7487
2017,May 19th,teraz i w godzin mierci,Documentary,"44815,00",,7488
2017,May 19th,tatara samurai,,"431640,00",,7489
2017,November 3rd,spaceship,Drama,"12464,00",,7491
2017,May 19th,sha jiu shen,Action,"2350000,00",,7492
2017,November 30th,sicilian ghost story,Drama,"188303,00",,7493
2017,May 19th,rsc live antony cleopatra,Concert/Performance,"341332,00",,7494
2017,May 19th,scare campaign,Horror,"80726,00",,7496
2017,May 19th,sangili bungili kadhava thorae,Horror,"16525,00",,7497
2017,May 19th,royal ballet jewels,Concert/Performance,"8940,00",,7562
2017,May 19th,radio dreams,Comedy,"81,00",,7563
2017,May 19th,pichi garu,Drama,"4116303,00",,7564
2017,May 19th,perdidos,Thriller/Suspense,"199532,00",,7565
2017,May 19th,pecking order,Documentary,"369960,00",,7566
2017,May 19th,ptitsa,Drama,"8860,00",,7567
2017,May 19th,pi sheng shang de hun,Drama,"487625,00",,7568
2017,May 19th,paint it black,Drama,,,7569
2017,May 19th,parir,Documentary,"3317,00",,7570
2017,May 19th,puppy love,,"416454,00",,7571
2017,May 19th,o rastro,Horror,"206454,00",,7572
2017,October 6th,the osiris child science fiction volume one,Drama,"52311,00",,7573
2017,May 19th,new york masali,Romantic Comedy,"2220,00",,7574
2017,May 19th,no s decir adi s,Drama,"79543,00",,7575
2017,May 19th,mielens pahoittaja,Drama,"2391,00",,7576
2017,May 19th,mickey and the roadster racers,Adventure,"32192,00",,7577
2017,September 8th,nadie nos mira,Drama,"27529,00",,7578
2017,August 9th,machines,Documentary,"4621,00",,7579
2017,May 19th,mei rong zhen,Romantic Comedy,"1443658,00",,7580
2017,May 19th,life ki aisi ki taisi ho gayi haalat kaisi,Comedy,"144,00",,7581
2017,May 19th,karsandas pay and use,Drama,"14579,00",,7582
2017,May 19th,legion of brothers,Drama,,,7586
2017,May 19th,kimi no manazashi,Drama,"4517524,00",,7603
2017,May 19th,icaros a vision,Drama,,,7651
2017,May 19th,icaros a vision,Drama,,,31316
2017,May 19th,inversion,Drama,"60733,00",,7652
2017,May 19th,hizli ve t pl,Comedy,"10941,00",,7653
2017,May 19th,hindi medium,Drama,"42732776,00",,7654
2017,May 19th,la hija,,"2206,00",,7655
2021,November 26th,la hija,Adventure,"274394,00",,7655
2017,May 19th,her ey m mk n,Romantic Comedy,"89479,00",,7656
2017,March 23rd,les fant mes d isma l,Thriller/Suspense,"2968155,00",,7657
2017,May 19th,i peggiori,Comedy,"247877,00",,7658
2017,May 19th,fortunata,Drama,"2887456,00",,7659
2017,May 19th,half girlfriend,Drama,"8941750,00",,7660
2017,July 28th,a family man,Drama,"2435792,00",,7662
2017,May 19th,escuela trashumante,Documentary,"2255,00",,7663
2017,May 19th,don t tell,Drama,"312278,00",,7664
2006,March 17th,don t tell,Drama,,,7664
